VaR,ES
2.398114328,3.199851443
2.398114328,3.199851443
2.398114328,3.199851443
2.398114328,3.199851443
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.40082215,3.192823784
2.447019345,3.24538673
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.448469802,3.250410015
2.447726651,3.245814798
2.447726651,3.245814798
2.447726651,3.245814798
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.495625676,3.302230575
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.494382056,3.295531697
2.497426071,3.308429823
2.497426071,3.308429823
2.497754615,3.307112934
2.497754615,3.307112934
2.498258209,3.311301457
2.498258209,3.311301457
2.498258209,3.311301457
2.498258209,3.311301457
2.503306455,3.328809204
2.503306455,3.328809204
2.456554304,3.276570106
2.455234721,3.271942797
2.495531472,3.418199858
2.550125138,3.498609129
2.550125138,3.498609129
2.550125138,3.498609129
2.550125138,3.498609129
2.546693293,3.482884038
2.566971829,3.507971382
2.566971829,3.507971382
2.566971829,3.507971382
2.598192542,3.539633384
2.611991286,3.585661971
2.611991286,3.585661971
2.637786224,3.618331382
2.638309089,3.606892775
2.638309089,3.606892775
2.638309089,3.606892775
2.638309089,3.606892775
2.638309089,3.606892775
2.638309089,3.606892775
2.638309089,3.606892775
2.638309089,3.606892775
2.648393229,3.615073874
2.655452646,3.61259138
2.679718824,3.657461619
2.679718824,3.657461619
2.679718824,3.657461619
2.679718824,3.657461619
2.692469719,3.66256471
2.735135631,3.779855571
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.790071084,3.844994564
2.82371092,3.949611024
2.82371092,3.949611024
2.848503098,3.999541135
2.833803864,3.989998816
2.833803864,3.989998816
2.827451045,3.992285625
2.827451045,3.992285625
2.832948282,3.986548746
2.855094755,4.0260978
2.855094755,4.0260978
2.912291648,4.093055579
2.914360021,4.088796584
2.916676153,4.082970293
2.923023503,4.094523101
2.923023503,4.094523101
2.923023503,4.094523101
2.923023503,4.094523101
2.923023503,4.094523101
2.923023503,4.094523101
2.926178883,4.107122813
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.922638896,4.106794494
2.923908849,4.09805193
2.923908849,4.09805193
2.923908849,4.09805193
2.924053512,4.112480274
2.927594558,4.12676995
2.927594558,4.12676995
2.927574123,4.142207684
2.927574123,4.142207684
2.927574123,4.142207684
2.927574123,4.142207684
2.927574123,4.142207684
2.927574123,4.142207684
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.932788113,4.147877111
2.93134803,4.142006612
2.932503178,4.132569696
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.929360605,4.133927399
2.934722985,4.141563249
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.935684585,4.159726332
2.938998638,4.158977489
2.938998638,4.158977489
2.938998638,4.158977489
2.938998638,4.158977489
2.938998638,4.158977489
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.937489036,4.167136526
2.935403567,4.17440068
2.934901135,4.156515787
2.934901135,4.156515787
